"","Species","GBIF_ID","mean_body_mass"
"3664","Pseudomys gracilicaudatus",5219804,79.665
"3665","Pseudomys hermannsburgensis",5219796,12.2
"3666","Pseudomys higginsi",5219788,61.63
"3667","Pseudomys johnsoni",5219789,12
"3668","Pseudomys laborifex",5219805,12
"3669","Pseudomys nanus",5219797,52.19
"3670","Pseudomys novaehollandiae",5219790,17.4
"3671","Pseudomys occidentalis",5219806,34
"3672","Pseudomys oralis",5219798,65
"3673","Pseudomys pilligaensis",5219808,10.86
"3674","Pseudomys shortridgei",5219793,64
"3675","Pseudorca crassidens",2440440,1054000
"3676","Pseudoryx nghetinhensis",4262655,97842.2
"3677","Pseudoryzomys simplex",2438678,45.2
"3678","Ptenochirus jagori",2432847,79.18
"3679","Ptenochirus minor",2432848,47.02
"3680","Pteralopex acrodonta",2432962,257.53
"3681","Pteralopex anceps",2432965,532.775
"3682","Pteralopex atrata",2432963,490.8
"3683","Pteralopex pulchra",2432964,291.15
"3684","Pteromys volans",2437258,135
"3685","Pteromyscus pulverulentus",2437227,225
"3686","Pteronotus davyi",5218622,9.4
"3687","Pteronotus gymnonotus",5218624,13.6
"3688","Pteronotus macleayii",5218621,12.39
"3689","Pteronotus parnellii",5218620,19.2975
"3690","Pteronotus personatus",5218619,12.4975
"3691","Pteronotus quadridens",5218623,5.085
"3692","Pteronura brasiliensis",2433681,24000
"3693","Pteropus admiralitatum",5218676,306.46
"3694","Pteropus aldabrensis",5218647,401.245
"3695","Pteropus alecto",5218686,656.6075
"3696","Pteropus anetianus",5218677,397.22
"3697","Pteropus aruensis",5707069,874.94
"3698","Pteropus banakrisi",5707060,641.115
"3699","Pteropus brunneus",5218656,200
"3700","Pteropus caniceps",5218648,525.12
"3701","Pteropus chrysoproctus",5218698,730.19
"3702","Pteropus cognatus",5706995,448.535
"3703","Pteropus conspicillatus",5218680,760.71
"3704","Pteropus dasymallus",5218670,449.215
"3705","Pteropus faunulus",5218660,222.62
"3706","Pteropus fundatus",5218651,210.67
"3707","Pteropus giganteus",5218642,841.5125
"3708","Pteropus gilliardorum",5707059,406.94
"3709","Pteropus howensis",5218672,232.92
"3710","Pteropus hypomelanus",5218662,471.201666666667
"3711","Pteropus insularis",5218665,155.24
"3712","Pteropus intermedius",5707057,872
"3713","Pteropus keyensis",5707051,874.94
"3714","Pteropus leucopterus",5218654,343.81
"3715","Pteropus livingstonii",5218694,705.9425
"3716","Pteropus lombocensis",5218687,256.15
"3717","Pteropus loochoensis",5706998,458.58
"3718","Pteropus lylei",5218678,317.4625
"3719","Pteropus macrotis",5218667,365.99
"3720","Pteropus mahaganus",5218657,297.28
"3721","Pteropus mariannus",5218697,458.58
"3722","Pteropus melanopogon",5218690,874.94
"3723","Pteropus melanotus",5218681,418.05
"3724","Pteropus molossinus",5218689,121.37
"3725","Pteropus neohibernicus",5218671,1017.37
"3726","Pteropus niger",5218652,460.8325
"3727","Pteropus nitendiensis",5218643,275.56
"3728","Pteropus ocularis",5218693,228.76
"3729","Pteropus ornatus",5218684,336.25
"3730","Pteropus pelewensis",5706984,326.195
"3731","Pteropus personatus",5218674,130.84
"3732","Pteropus pilosus",5218669,441.09
"3733","Pteropus pohlei",5218663,352.75
"3734","Pteropus poliocephalus",5218655,674.5
"3735","Pteropus pselaphon",5218646,321.49
"3736","Pteropus pumilus",5218696,196.133333333333
"3737","Pteropus rayneri",5218688,661.28
"3738","Pteropus rennelli",5707082,661.28
"3739","Pteropus rodricensis",5218645,290.39625
"3740","Pteropus rufus",7697909,776.345
"3741","Pteropus samoensis",5218659,309.99
"3742","Pteropus scapulatus",5218649,331
"3743","Pteropus seychellensis",5218700,492.2
"3744","Pteropus speciosus",5218691,234.85
"3745","Pteropus subniger",5218682,127.15
"3746","Pteropus tokudae",5218650,153.7
"3747","Pteropus tonganus",5218673,510.045
"3748","Pteropus tuberculatus",5218653,226.64
"3749","Pteropus ualanus",5707023,458.58
"3750","Pteropus vampyrus",5218644,946.995
"3751","Pteropus vetulus",5218685,151.54
"3752","Pteropus voeltzkowi",5218675,542.4
"3753","Pteropus woodfordi",5218664,122.67
"3754","Pteropus yapensis",5707035,374.08
"3755","Ptilocercus lowii",2436257,50
"3756","Pudu mephistophiles",2440912,9674.98
"3757","Pudu puda",2440911,9821.31
"3758","Pudu pudu",4835528,8200
"3759","Puma concolor",2435099,52800
"3760","Puma yagouaroundi",2435146,7350
"3761","Punomys lemminus",2438863,84.8
"3762","Pusa caspica",9816634,86658.33
"3763","Pusa hispida",5219369,78167.5
"3764","Pusa sibirica",5219368,89833.33
"3765","Pygathrix cinerea",4267165,9875
"3766","Pygathrix nemaeus",2436529,9771.66666666667
"3767","Pygathrix nigripes",4267166,10104.16
"3768","Pygeretmus pumilio",2439433,52.285
"3769","Pygoderma bilabiatum",2433255,18
"3770","Rangifer tarandus",5220114,98532.65225
"3771","Raphicerus campestris",2441141,11458.3325
"3772","Raphicerus melanotis",2441142,10503.14
"3773","Raphicerus sharpei",2441140,9298.45
"3774","Rattus andamanensis",4264920,197.97
"3775","Rattus annandalei",2439227,197.49
"3776","Rattus arfakiensis",4264916,73.67
"3777","Rattus argentiventer",2439275,200
"3778","Rattus arrogans",4264912,56.385
"3779","Rattus baluensis",2439265,107.5
"3780","Rattus blangorum",4264908,142.68
"3781","Rattus colletti",2439239,158.845
"3782","Rattus elaphinus",2439230,131.35
"3783","Rattus everetti",2439268,253.53
"3784","Rattus exulans",2439244,66.1575
"3785","Rattus feliceus",2439251,200.89
"3786","Rattus fuscipes",2439233,116.5725
"3787","Rattus giluwensis",2439224,101.11
"3788","Rattus jobiensis",2439246,200.89
"3789","Rattus korinchi",2439228,107.5
"3790","Rattus leucopus",2439266,162.445
"3791","Rattus losea",2439258,104.63
"3792","Rattus lugens",2439250,200
"3793","Rattus lutreolus",2439240,111.875
"3794","Rattus mindorensis",2439269,197.97
"3795","Rattus mordax",2439243,200.89
"3796","Rattus morotaiensis",2439225,148.25
"3797","Rattus niobe",4264915,45.07
"3798","Rattus nitidus",2439234,100.02
"3799","Rattus norvegicus",2439261,297.225
"3800","Rattus novaeguineae",2439264,133
"3801","Rattus omichlodes",4264917,70.02
"3802","Rattus pococki",4264909,54.77
"3803","Rattus praetor",2439229,194.43
"3804","Rattus rattus",2439270,199.25
"3805","Rattus richardsoni",4264914,64.29
"3806","Rattus sanila",2439267,200.89
"3807","Rattus satarae",4264919,200
"3808","Rattus simalurensis",2439241,142.68
"3809","Rattus sordidus",2439232,172.25
"3810","Rattus steini",2439279,153.085
"3811","Rattus tanezumi",2439262,171.34
"3812","Rattus tawitawiensis",2439253,197.97
"3813","Rattus tiomanicus",2439235,142.68
"3814","Rattus tunneyi",2439226,141.395
"3815","Rattus vandeuseni",4264913,67.24
"3816","Rattus verecundus",4264910,97.02
"3817","Rattus villosissimus",2439256,220.65
"3818","Ratufa affinis",2437564,1155.82
"3819","Ratufa bicolor",2437566,2000
"3820","Ratufa indica",2437565,1530
"3821","Ratufa macroura",2437563,801.85
"3822","Redunca arundinum",2441037,58000
"3823","Redunca fulvorufula",2441036,29683.3333333333
"3824","Redunca redunca",2441038,40822.2375
"3825","Reithrodon auritus",2438374,75.45
"3826","Reithrodon typicus",4265080,75.45
"3827","Reithrodontomys brevirostris",2437868,12.95
"3828","Reithrodontomys burti",2437858,20
"3829","Reithrodontomys chrysopsis",2437869,19
"3830","Reithrodontomys creper",2437859,23.15
"3831","Reithrodontomys darienensis",2437870,12.99
"3832","Reithrodontomys fulvescens",2437864,10.25
"3833","Reithrodontomys gracilis",2437855,13.045
"3834","Reithrodontomys hirsutus",2437860,20
"3835","Reithrodontomys humulis",2437865,9.275
"3836","Reithrodontomys megalotis",2437874,10.44
"3837","Reithrodontomys mexicanus",2437871,15.855
"3838","Reithrodontomys microdon",2437856,14.75
"3839","Reithrodontomys montanus",2437866,9.95
"3840","Reithrodontomys paradoxus",2437861,11.72
"3841","Reithrodontomys raviventris",2437867,11
"3842","Reithrodontomys rodriguezi",2437857,15
"3843","Reithrodontomys spectabilis",2437862,19.345
"3844","Reithrodontomys sumichrasti",2437872,14.75
"3845","Reithrodontomys tenuirostris",2437863,21.25
"3846","Reithrodontomys zacatecae",2437873,10.72
"3847","Rhabdomys dilectus",4264832,45.865
"3848","Rhabdomys pumilio",2438736,46.99125
"3849","Rhagomys rufescens",2439151,21.2
"3850","Rheithrosciurus macrotis",2437225,1353.27
"3851","Rheomys mexicanus",2439349,40
"3852","Rheomys raptor",2439348,29.5
"3853","Rheomys thomasi",2439346,33.5
"3854","Rhinoceros sondaicus",5220112,1750000
"3855","Rhinoceros unicornis",5220113,1600971.94433333
"3856","Rhinolophus acuminatus",2432626,12.1
"3857","Rhinolophus adami",2432661,17.41
"3858","Rhinolophus affinis",2432641,13.7
"3859","Rhinolophus alcyone",2432630,18.62
"3860","Rhinolophus arcuatus",2432676,8.98
"3861","Rhinolophus beddomei",7261961,31.925
"3862","Rhinolophus blasii",2432666,11.145
"3863","Rhinolophus bocharicus",4266846,15.05
"3864","Rhinolophus borneensis",2432654,9.5
"3865","Rhinolophus canuti",2432644,17.43
"3866","Rhinolophus capensis",2432633,14.75
"3867","Rhinolophus celebensis",2432613,9.8
"3868","Rhinolophus clivosus",2432669,16
"3869","Rhinolophus coelophyllus",2432647,7.07
"3870","Rhinolophus cognatus",2432637,9.4
"3871","Rhinolophus cornutus",2432627,7.27
"3872","Rhinolophus creaghi",2432617,16.92
"3873","Rhinolophus darlingi",2432673,8.94
"3874","Rhinolophus deckenii",2432662,20.09
"3875","Rhinolophus denti",2432651,6.15
"3876","Rhinolophus eloquens",2432631,16.12
"3877","Rhinolophus euryale",2432621,8.30833333333333
"3878","Rhinolophus euryotis",2432677,14.3
"3879","Rhinolophus ferrumequinum",2432655,21.1875
"3880","Rhinolophus formosae",4266770,34.07
"3881","Rhinolophus fumigatus",2432645,13.045
"3882","Rhinolophus guineensis",2432634,12.195
"3883","Rhinolophus hildebrandtii",4266709,25.99
"3884","Rhinolophus hilli",4266704,24.72
"3885","Rhinolophus hipposideros",2432614,4.72833333333333
"3886","Rhinolophus imaizumii",2432670,10.82
"3887","Rhinolophus inops",2432648,13.65
"3888","Rhinolophus keyensis",2432638,6.26
"3889","Rhinolophus landeri",2432628,9.39
"3890","Rhinolophus lepidus",2432618,5.46
"3891","Rhinolophus luctus",2432674,34.07
"3892","Rhinolophus maclaudi",2432663,35.84
"3893","Rhinolophus macrotis",2432652,6.18
"3894","Rhinolophus madurensis",4266773,9.8
"3895","Rhinolophus malayanus",2432642,6.73
"3896","Rhinolophus marshalli",2432632,5.02
"3897","Rhinolophus megaphyllus",2432622,9.82509264
"3898","Rhinolophus mehelyi",2432667,14.03
"3899","Rhinolophus mitratus",2432656,27.55
"3900","Rhinolophus monoceros",2432646,7.38
"3901","Rhinolophus montanus",4266843,10.91
"3902","Rhinolophus nereis",2432635,13.65
"3903","Rhinolophus osgoodi",2432615,12.39
"3904","Rhinolophus paradoxolophus",2432671,8.17
"3905","Rhinolophus pearsonii",2432658,11.55
"3906","Rhinolophus philippinensis",2432649,10.91
"3907","Rhinolophus pusillus",2432639,5
"3908","Rhinolophus rex",2432619,32.62
"3909","Rhinolophus robinsoni",2432675,8.54
"3910","Rhinolophus rouxi",2432664,12
"3911","Rhinolophus rouxii",2432664,12.25
"3912","Rhinolophus ruwenzorii",4266796,30.69
"3913","Rhinolophus sedulus",2432643,8.74
"3914","Rhinolophus shameli",2432623,8.34
"3915","Rhinolophus shortridgei",4266768,5.46
"3916","Rhinolophus siamensis",4266763,7.36
"3917","Rhinolophus silvestris",2432612,21.23
"3918","Rhinolophus simulator",2432657,8.13
"3919","Rhinolophus sinicus",7261959,10.255
"3920","Rhinolophus stheno",2432636,7.92
"3921","Rhinolophus subbadius",2432625,5.86
"3922","Rhinolophus subrufus",2432616,24.25
"3923","Rhinolophus swinnyi",2432672,6.3
"3924","Rhinolophus thomasi",2432660,8.26
"3925","Rhinolophus trifoliatus",2432650,15.16
"3926","Rhinolophus virgo",2432640,6.06
"3927","Rhinolophus yunanensis",2432629,19.33
"3928","Rhinonicteris aurantia",2432738,8.53333333333333
"3929","Rhinophylla alethina",5218758,6.91
"3930","Rhinophylla fischerae",5218757,9.525
"3931","Rhinophylla pumilio",5218759,9.54
"3932","Rhinopithecus avunculus",4267009,9043.095
"3933","Rhinopithecus bieti",4267007,14750
"3934","Rhinopithecus brelichi",4267005,14500
"3935","Rhinopithecus roxellana",7262005,14750
"3936","Rhinopoma hardwickei",5707278,14
"3937","Rhinopoma hardwickii",5707278,12
"3938","Rhinopoma microphyllum",5218749,28.01
"3939","Rhinopoma muscatellum",5218748,9.13
"3940","Rhinosciurus laticaudatus",5219658,225.65
"3941","Rhipidomys austrinus",5219814,89
"3942","Rhipidomys caucensis",5219817,57.5
"3943","Rhipidomys couesi",5219823,89
"3944","Rhipidomys emiliae",5706771,87.5
"3945","Rhipidomys fulviventer",5219818,57.5
"3946","Rhipidomys latimanus",5219824,57.5
"3947","Rhipidomys macconnelli",5219819,41.59
"3948","Rhipidomys macrurus",5706772,87.5
"3949","Rhipidomys mastacalis",5219825,87.5
"3950","Rhipidomys modicus",5706774,89
"3951","Rhipidomys nitela",5219820,89.495
"3952","Rhipidomys ochrogaster",5219826,89
"3953","Rhipidomys venezuelae",5219821,89.99
"3954","Rhipidomys venustus",5219827,57.5
"3955","Rhipidomys wetzeli",5219822,57.5
"3956","Rhizomys pruinosus",2438059,2450
"3957","Rhizomys sumatrensis",2438058,2750
"3958","Rhogeessa aeneus",4266462,4.475
"3959","Rhogeessa alleni",2432274,5.37
"3960","Rhogeessa genowaysi",2432272,3.88
"3961","Rhogeessa gracilis",2432276,5.14
"3962","Rhogeessa io",4266463,4.475
"3963","Rhogeessa minutilla",2432271,4.06
"3964","Rhogeessa mira",2432275,2.68
"3965","Rhogeessa parvula",2432273,4.37
"3966","Rhogeessa tumida",2432270,4.475
"3967","Rhombomys opimus",2437935,261.333333333333
"3968","Rhynchocyon chrysopygus",5220103,539.2
"3969","Rhynchocyon cirnei",5220104,424.92
"3970","Rhynchocyon petersi",5220100,423.99
"3971","Rhynchogale melleri",2434240,2240.33
"3972","Rhyncholestes raphanurus",2433370,21.22
"3973","Rhynchomys isarogensis",5219783,122.29
"3974","Rhynchomys soricoides",5219782,234.55
"3975","Rhynchonycteris naso",2433095,4.14
"3976","Romerolagus diazi",2436686,480.04
"3977","Rousettus aegyptiacus",2432953,138.415502475
"3978","Rousettus amplexicaudatus",2432948,84.4783333333333
"3979","Rousettus bidens",4265740,123.22
"3980","Rousettus celebensis",2432951,63.07
"3981","Rousettus lanosus",2432947,103
"3982","Rousettus leschenaulti",7261759,97
"3983","Rousettus leschenaultii",7261759,104.355
"3984","Rousettus madagascariensis",2432950,65.72
"3985","Rousettus obliviosus",2432954,45.32
"3986","Rousettus spinalatus",2432949,92.32
"3987","Rucervus duvaucelii",7261380,170611.93
"3988","Rucervus eldii",7261381,113490.536666667
"3989","Rucervus schomburgki",4262346,107626.42
"3990","Rupicapra pyrenaica",5220171,27816.276885
"3991","Rupicapra rupicapra",5220170,37095.79375
"3992","Rusa alfredi",4262394,54737.5
"3993","Rusa marianna",7261388,49457.61
"3994","Rusa timorensis",4262397,63000
"3995","Rusa unicolor",7261386,182507.633333333
"3996","Ruwenzorisorex suncoides",2435915,18.2
"3997","Saccolaimus flaviventris",2433083,45.25
"3998","Saccolaimus mixtus",2433082,38.29
"3999","Saccolaimus peli",2433085,53.35
"4000","Saccolaimus saccolaimus",2433084,43
"4001","Saccopteryx bilineata",5218731,7.875
"4002","Saccopteryx canescens",5218729,3.41
"4003","Saccopteryx gymnura",5218732,6.11
"4004","Saccopteryx leptura",5218730,4.6
"4005","Saccostomus campestris",2438948,54.67875
"4006","Saccostomus mearnsi",2438949,64.91
"4007","Saguinus bicolor",2436470,480.4
"4008","Saguinus caffer",2436465,469000
"4009","Saguinus fuscicollis",2436474,375.6314191
"4010","Saguinus geoffroyi",2436466,419.3425
"4011","Saguinus graellsi",4266887,450
"4012","Saguinus imperator",2436471,500.325
"4013","Saguinus inustus",2436475,803
"4014","Saguinus labiatus",9178968,501.315
"4015","Saguinus leucopus",2436476,490
"4016","Saguinus martinsi",7261987,465
"4017","Saguinus melanoleucus",4266882,393.99
"4018","Saguinus midas",2436468,534.865519133333
"4019","Saguinus mystax",2436472,543.5
"4020","Saguinus niger",4266893,547.18
"4021","Saguinus nigricollis",2436477,456
"4022","Saguinus oedipus",2436469,433.231878533333
"4023","Saguinus pileatus",4266880,543.5
"4024","Saguinus tripartitus",2436473,389.52
"4025","Saiga borealis",7261406,37992.005
"4026","Saiga tatarica",2441067,35664.0016666667
"4027","Saimiri boliviensis",2436663,707.3625
"4028","Saimiri oerstedii",2436664,723.545
"4029","Saimiri sciureus",2436661,861.425
"4030","Saimiri ustus",8885431,886.47
"4031","Saimiri vanzolinii",2436660,799.45
"4032","Salanoia concolor",2433527,711.49
"4033","Sapajus apella",7477334,2642.5
"4034","Sarcophilus harrisii",2435451,6512.5
"4035","Sarcophilus laniarius",2435454,6020.048637
"4036","Sauromys petrophilus",7261924,14.25
"4037","Scalopus aquaticus",2436230,71.2666666666667
"4038","Scapanulus oweni",2436186,22.41
"4039","Scapanus latimanus",2436194,61
"4040","Scapanus orarius",2436188,61.665
"4041","Scapanus townsendii",2436191,124.45
"4042","Scapteromys aquaticus",4265010,146
"4043","Scapteromys tumidus",2439325,146
"4044","Sciurillus pusillus",9195979,36.955
"4045","Sciurus aberti",5219667,619.333333333333
"4046","Sciurus aestuans",5219659,177.34
"4047","Sciurus alleni",5219679,463.07
"4048","Sciurus arizonensis",5219674,600
"4049","Sciurus aureogaster",5219663,574.166666666667
"4050","Sciurus carolinensis",5219681,515.27
"4051","Sciurus colliaei",5219660,498
"4052","Sciurus deppei",5219680,227.25
"4053","Sciurus gilvigularis",5219661,490.17
"4054","Sciurus granatensis",5219666,374.333333333333
"4055","Sciurus griseus",5219672,751.67
"4056","Sciurus ignitus",5219662,190
"4057","Sciurus igniventris",5219682,700
"4058","Sciurus lis",5219673,324.75
"4059","Sciurus nayaritensis",5219669,702
"4060","Sciurus niger",5219683,801.233333333333
"4061","Sciurus oculatus",5219664,649.98
"4062","Sciurus pucheranii",5219688,803
"4063","Sciurus pyrrhinus",5219675,482
"4064","Sciurus richmondi",5219665,244.505
"4065","Sciurus sanborni",5219689,136
"4066","Sciurus spadiceus",5219676,403.32
"4067","Sciurus stramineus",5219690,433.3
"4068","Sciurus variegatoides",5219677,549.333333333333
"4069","Sciurus vulgaris",8211070,432.91875
"4070","Sciurus yucatanensis",5219678,316.5
"4071","Scleronycteris ega",2433153,49.54
"4072","Scolomys melanops",2439222,26.5
"4073","Scolomys ucayalensis",2439221,26.5
"4074","Scoteanax rueppellii",4266042,26.41
"4075","Scotinomys teguina",2439158,11.8333333333333
"4076","Scotinomys xerampelinus",2439157,14.7566666666667
"4077","Scotoecus albigula",4266072,9.265
"4078","Scotoecus albofuscus",2432336,4.5
"4079","Scotoecus hindei",7261828,9.43
"4080","Scotoecus hirundo",2432335,8.45
"4081","Scotoecus pallidus",2432334,7.2
"4082","Scotomanes ornatus",2432278,22.24
"4083","Scotonycteris ophiodon",2432779,69.42
"4084","Scotonycteris zenkeri",2432778,21.3
"4085","Scotophilus borbonicus",5218530,19.415
"4086","Scotophilus collinus",5707087,20.31
"4087","Scotophilus dinganii",5218529,25.12
"4088","Scotophilus heathi",5707090,35
"4089","Scotophilus heathii",5707090,36.13
"4090","Scotophilus kuhlii",5218528,21.655
"4091","Scotophilus leucogaster",5218536,25.12
"4092","Scotophilus nigrita",5218532,25.12
"4093","Scotophilus nucella",5707094,25.12
"4094","Scotophilus nux",5218537,26.23
"4095","Scotophilus robustus",5218535,60.1
"4096","Scotophilus viridis",5218531,19.415
"4097","Scotorepens balstoni",4266469,11.7
"4098","Scotorepens greyii",4266468,10
"4099","Scotorepens orion",4266472,11.765
"4100","Scotorepens sanborni",4266470,9.915
"4101","Scotozous dormeri",4266480,6.79
"4102","Scutisorex somereni",2435789,91.49
"4103","Sekeetamys calurus",2438045,61.5833333333333
"4104","Selevinia betpakdalaensis",2439656,17.12
"4105","Semnopithecus ajax",4267222,12679.29
"4106","Semnopithecus dussumieri",4267225,12679.29
"4107","Semnopithecus entellus",2436564,13237.43
"4108","Semnopithecus hector",4267221,12679.29
"4109","Semnopithecus hypoleucos",4267224,12236.395
"4110","Semnopithecus johnii",5786340,12000
"4111","Semnopithecus priam",4267223,12679.29
"4112","Semnopithecus schistaceus",4267220,12679.29
"4113","Semnopithecus vetulus",7460229,7081.8
"4114","Setifer setosus",5218437,295.4275
"4115","Setonix brachyurus",2440110,2978.62083333333
"4116","Sicista betulina",2439449,9.64
"4117","Sicista napaea",2439447,10
"4118","Sicista severtzovi",2439442,11.75
"4119","Sicista strandi",2439448,8.92
"4120","Sicista subtilis",2439439,11.75
"4121","Sigmodon alleni",2438158,157.6
"4122","Sigmodon alstoni",2438155,55.7
"4123","Sigmodon arizonae",2438148,172.3
"4124","Sigmodon fulviventer",2438153,181.17
"4125","Sigmodon hirsutus",4265122,159.6
"4126","Sigmodon hispidus",2438147,170.5
"4127","Sigmodon inopinatus",2438152,168.22
"4128","Sigmodon leucotis",2438157,130.19
"4129","Sigmodon mascotensis",2438151,156
"4130","Sigmodon ochrognathus",2438156,130.475
"4131","Sigmodon peruanus",2438154,172.3
"4132","Sigmodon planifrons",4265124,159.6
"4133","Sigmodon toltecus",4265125,159.6
"4134","Simias concolor",4267130,7723
"4135","Sminthopsis aitkeni",2435398,21.25
"4136","Sminthopsis archeri",2435405,16
"4137","Sminthopsis boullangerensis",2435391,17.5
"4138","Sminthopsis butleri",2435392,25
"4139","Sminthopsis crassicaudata",2435393,15.61436776
"4140","Sminthopsis dolichura",2435399,13.39469043
"4141","Sminthopsis douglasi",2435406,55
"4142","Sminthopsis fuliginosus",2435400,16.35
"4143","Sminthopsis gilberti",2435407,19.5
"4144","Sminthopsis granulipes",2435394,25
"4145","Sminthopsis griseoventer",2435401,17.5
"4146","Sminthopsis hirtipes",2435408,15
"4147","Sminthopsis laniger",2435420,22.69864852
"4148","Sminthopsis leucopus",2435409,21.181015015
"4149","Sminthopsis longicaudata",2435395,18
"4150","Sminthopsis macroura",2435402,20.5535532275
"4151","Sminthopsis murina",2435410,16.71823775
"4152","Sminthopsis ooldea",2435396,11.29759264
"4153","Sminthopsis psammophila",2435403,33.5
"4154","Sminthopsis virginiae",2435387,34.0005501933333
"4155","Sminthopsis youngsoni",2435397,10
"4156","Solenodon cubanus",5219469,912.31
"4157","Solenodon paradoxus",5219470,950
"4158","Solomys ponceleti",2438243,1000
"4159","Solomys salamonis",2438241,546.01
"4160","Solomys salebrosus",2438239,397
"4161","Solomys sapientis",2438242,546.01
"4162","Sorex alaskanus",2435995,13.07
"4163","Sorex alpinus",2435986,7.83333333333333
"4164","Sorex antinorii",2435998,8.195
"4165","Sorex araneus",8316400,8.83875
"4166","Sorex arcticus",2436104,8.195
"4167","Sorex arizonae",2435958,2.7
"4168","Sorex asper",2436076,8.94
"4169","Sorex bairdi",2436063,8.335
"4170","Sorex bedfordiae",2436050,10.4
"4171","Sorex bendirii",2436038,15.82
"4172","Sorex caecutiens",2435994,4.95
"4173","Sorex camtschatica",2435960,5.1
"4174","Sorex cansulus",2436113,6.3
"4175","Sorex cinereus",2435964,4.43333333333333
"4176","Sorex coronatus",2436090,8.75
"4177","Sorex daphaenodon",2436000,8.1
"4178","Sorex dispar",2436067,4.945
"4179","Sorex emarginatus",2435974,7
"4180","Sorex excelsus",2435950,8.2
"4181","Sorex fumeus",2435947,7.8575
"4182","Sorex gaspensis",2435999,4.9
"4183","Sorex gracillimus",2436097,4.26
"4184","Sorex granarius",2436071,6.3
"4185","Sorex haydeni",2436034,5
"4186","Sorex hosonoi",2436046,7.09
"4187","Sorex hoyi",2436053,3.87
"4188","Sorex isodon",2436016,11.665
"4189","Sorex jacksoni",2436070,5.2
"4190","Sorex leucogaster",2435952,4.36
"4191","Sorex longirostris",2435976,3.485
"4192","Sorex lyelli",2436062,4.395
"4193","Sorex macrodon",2436077,8.61
"4194","Sorex maritimensis",2436037,8.195
"4195","Sorex merriami",2435989,4.995
"4196","Sorex milleri",2436051,4.07
"4197","Sorex minutissimus",2435959,2.48
"4198","Sorex minutus",7571319,4.125
"4199","Sorex mirabilis",2435961,15
"4200","Sorex monticolus",2436019,10.195
"4201","Sorex nanus",2436108,2.57
"4202","Sorex neomexicanus",2436073,5.99
"4203","Sorex oreopolus",2436107,7
"4204","Sorex orizabae",2436005,5.785
"4205","Sorex ornatus",2436078,7.635
"4206","Sorex pacificus",2435990,5.99
"4207","Sorex palustris",2436006,13.585
"4208","Sorex planiceps",2436091,4.2
"4209","Sorex portenkoi",2436061,5.2
"4210","Sorex preblei",2435996,3.14
"4211","Sorex roboratus",2436004,8.2
"4212","Sorex samniticus",2436103,8.2
"4213","Sorex satunini",2436072,8.195
"4214","Sorex saussurei",2436047,4.65
"4215","Sorex sclateri",2435988,7
"4216","Sorex shinto",2435953,6.3
"4217","Sorex sinalis",2436109,8.2
"4218","Sorex sonomae",2436110,6.35
"4219","Sorex stizodon",2436087,7
"4220","Sorex tenellus",2435993,3.8
"4221","Sorex thibetanus",2436052,4.2
"4222","Sorex trowbridgii",2435936,4.73
"4223","Sorex tundrensis",2435975,8.19
"4224","Sorex ugyunak",2436089,5.1
"4225","Sorex unguiculatus",2435997,14.11
"4226","Sorex vagrans",2436042,5.2325
"4227","Sorex ventralis",2435962,7
"4228","Sorex veraecrucis",2435982,4.65
"4229","Sorex veraepacis",2435942,7.5
"4230","Sorex volnuchini",2436092,4.2
"4231","Soriculus nigrescens",2435785,14.58
"4232","Sotalia fluviatilis",2440537,46666.685
"4233","Sousa chinensis",2440495,279999.99
"4234","Sousa teuszii",2440505,100000
"4235","Spalacopus cyanus",2439602,111.233333333333
"4236","Spalax arenarius",2438884,470
"4237","Spalax carmeli",4264691,162.175
"4238","Spalax ehrenbergi",4264694,151.991666666667
"4239","Spalax graecus",2438885,470
"4240","Spalax leucodon",4264696,192.15
"4241","Spalax microphthalmus",2438883,470
"4242","Spalax nehringi",4264693,180.65
"4243","Spalax zemni",2438881,470
"4244","Speothos venaticus",2434444,6000
"4245","Spermophilopsis leptodactylus",5219655,404.1
"4246","Spermophilus adocetus",2437290,155.52
"4247","Spermophilus alashanicus",2437315,200
"4248","Spermophilus annulatus",2437303,499.99
"4249","Spermophilus armatus",2437316,298.766666666667
"4250","Spermophilus atricapillus",2437292,550.99
"4251","Spermophilus beecheyi",2437293,583.233333333333
"4252","Spermophilus beldingi",2437317,291.293333333333
"4253","Spermophilus brevicauda",4263797,217
"4254","Spermophilus brunneus",2437305,252.5
"4255","Spermophilus canus",2437324,250
"4256","Spermophilus citellus",2437304,225.625
"4257","Spermophilus dauricus",2437294,200
"4258","Spermophilus elegans",2437319,376.4125
"4259","Spermophilus erythrogenys",2437318,228.5
"4260","Spermophilus fulvus",2437306,687.19
"4261","Spermophilus lateralis",2437297,218.572222233333
"4262","Spermophilus madrensis",2437296,217.6
"4263","Spermophilus mexicanus",2437321,154.22
"4264","Spermophilus mohavensis",2437309,220.545
"4265","Spermophilus mollis",2437328,209.905
"4266","Spermophilus musicus",2437308,136
"4267","Spermophilus pallidicauda",4263876,228.5
"4268","Spermophilus perotensis",2437298,140
"4269","Spermophilus pygmaeus",2437322,136
"4270","Spermophilus ralli",4263857,217
"4271","Spermophilus relictus",2437310,317.985
"4272","Spermophilus richardsonii",2437299,275.678333333333
"4273","Spermophilus saturatus",9456,259.366666666667
